Loan,Pool,Servicer
600144803,pool_441,Retained
600146319,pool_441,Retained
600146761,pool_441,Retained
600146770,pool_441,Retained
103439239,pool_443,Pingora
3000592021,pool_443,Pingora
600145704,pool_443,Pingora
600146279,pool_443,Pingora
600146736,pool_443,Pingora
600147502,pool_443,Pingora
3200059309,pool_444,Retained
600143204,pool_444,Retained
600147019,pool_444,Retained
600147265,pool_444,Retained
103501814,pool_446,Pingora
3000599582,pool_446,Pingora
600139896,pool_446,Pingora
600145822,pool_446,Pingora
600146009,pool_446,Pingora
600146057,pool_446,Pingora
600146814,pool_446,Pingora
600146866,pool_446,Pingora
600146926,pool_446,Pingora
600147615,pool_446,Pingora
3000423270,pool_449,Pingora
3000584350,pool_449,Pingora
600146037,pool_449,Pingora
3000510154,pool_45,Two Harbors
103450228,pool_454,Retained
3000529895,pool_454,Retained
600129213,pool_454,Retained
600142113,pool_454,Retained
600142520,pool_454,Retained
103409447,pool_455,Retained
103494259,pool_455,Retained
3000536498,pool_455,Retained
3000544805,pool_455,Retained
3000566237,pool_455,Retained
3000569648,pool_455,Retained
3000598310,pool_455,Retained
600127175,pool_455,Retained
600127615,pool_455,Retained
600137851,pool_455,Retained
600140594,pool_455,Retained
600141523,pool_455,Retained
600142106,pool_455,Retained
600142157,pool_455,Retained
600144107,pool_455,Retained
600144962,pool_455,Retained
600145407,pool_455,Retained
3000547753,pool_457,Retained
3000548424,pool_457,Retained
600129123,pool_457,Retained
600135125,pool_457,Retained
600135141,pool_457,Retained
600135391,pool_457,Retained
600136752,pool_457,Retained
600137030,pool_457,Retained
600141521,pool_457,Retained
600144034,pool_457,Retained
600144497,pool_457,Retained
600146354,pool_457,Retained
103382628,pool_5,Retained
103390162,pool_5,Retained
103401284,pool_5,Retained
103409559,pool_5,Retained
103411641,pool_5,Retained
103419317,pool_5,Retained
103421848,pool_5,Retained
103423319,pool_5,Retained
103423456,pool_5,Retained
103423917,pool_5,Retained
103424224,pool_5,Retained
103425481,pool_5,Retained
103426469,pool_5,Retained
103426481,pool_5,Retained
103426797,pool_5,Retained
103428464,pool_5,Retained
103428558,pool_5,Retained
103429505,pool_5,Retained
103430265,pool_5,Retained
103430731,pool_5,Retained
103430775,pool_5,Retained
103430828,pool_5,Retained
103430834,pool_5,Retained
103431488,pool_5,Retained
103432290,pool_5,Retained
103433164,pool_5,Retained
103433757,pool_5,Retained
103434116,pool_5,Retained
103434818,pool_5,Retained
103436286,pool_5,Retained
103436414,pool_5,Retained
103436851,pool_5,Retained
103437565,pool_5,Retained
103438180,pool_5,Retained
103441930,pool_5,Retained
103442270,pool_5,Retained
103442856,pool_5,Retained
103443122,pool_5,Retained
103443138,pool_5,Retained
103443241,pool_5,Retained
103443706,pool_5,Retained
103443822,pool_5,Retained
103444291,pool_5,Retained
103444506,pool_5,Retained
103444739,pool_5,Retained
103445094,pool_5,Retained
103445258,pool_5,Retained
103445913,pool_5,Retained
103445969,pool_5,Retained
103446342,pool_5,Retained
103446434,pool_5,Retained
103446613,pool_5,Retained
103446771,pool_5,Retained
103447554,pool_5,Retained
103447610,pool_5,Retained
103448147,pool_5,Retained
103448211,pool_5,Retained
103448311,pool_5,Retained
103449005,pool_5,Retained
103449061,pool_5,Retained
103449127,pool_5,Retained
103449660,pool_5,Retained
103449686,pool_5,Retained
103450078,pool_5,Retained
103450254,pool_5,Retained
103450373,pool_5,Retained
103451618,pool_5,Retained
103451680,pool_5,Retained
103451707,pool_5,Retained
103452102,pool_5,Retained
103452457,pool_5,Retained
103452503,pool_5,Retained
103452856,pool_5,Retained
103452978,pool_5,Retained
103453301,pool_5,Retained
103453752,pool_5,Retained
103453865,pool_5,Retained
103453931,pool_5,Retained
103453976,pool_5,Retained
103454156,pool_5,Retained
103454174,pool_5,Retained
103454176,pool_5,Retained
103454403,pool_5,Retained
103454771,pool_5,Retained
103454847,pool_5,Retained
103454913,pool_5,Retained
103455267,pool_5,Retained
103455552,pool_5,Retained
103455838,pool_5,Retained
103455842,pool_5,Retained
103456328,pool_5,Retained
103457263,pool_5,Retained
103457384,pool_5,Retained
103457636,pool_5,Retained
103458113,pool_5,Retained
103458172,pool_5,Retained
103458341,pool_5,Retained
103458368,pool_5,Retained
103458695,pool_5,Retained
103458726,pool_5,Retained
103459297,pool_5,Retained
103460218,pool_5,Retained
103460520,pool_5,Retained
103460733,pool_5,Retained
103460798,pool_5,Retained
103461790,pool_5,Retained
103461998,pool_5,Retained
103462184,pool_5,Retained
103463879,pool_5,Retained
103463940,pool_5,Retained
103463957,pool_5,Retained
103464939,pool_5,Retained
103465183,pool_5,Retained
103465234,pool_5,Retained
103465344,pool_5,Retained
103465470,pool_5,Retained
103465817,pool_5,Retained
103466233,pool_5,Retained
103466555,pool_5,Retained
103466876,pool_5,Retained
103466894,pool_5,Retained
103467202,pool_5,Retained
103467359,pool_5,Retained
103467476,pool_5,Retained
103468160,pool_5,Retained
103468230,pool_5,Retained
103468287,pool_5,Retained
103468338,pool_5,Retained
103468342,pool_5,Retained
103468472,pool_5,Retained
103468659,pool_5,Retained
103468907,pool_5,Retained
103469043,pool_5,Retained
103469329,pool_5,Retained
103469724,pool_5,Retained
103469985,pool_5,Retained
103470294,pool_5,Retained
103470375,pool_5,Retained
103470386,pool_5,Retained
103470934,pool_5,Retained
103471238,pool_5,Retained
103471432,pool_5,Retained
103471599,pool_5,Retained
103471714,pool_5,Retained
103471763,pool_5,Retained
103472554,pool_5,Retained
103472562,pool_5,Retained
103472728,pool_5,Retained
103473045,pool_5,Retained
103473410,pool_5,Retained
103473466,pool_5,Retained
103473497,pool_5,Retained
103473640,pool_5,Retained
103473700,pool_5,Retained
103474245,pool_5,Retained
103474259,pool_5,Retained
103474279,pool_5,Retained
103474408,pool_5,Retained
103474437,pool_5,Retained
103474499,pool_5,Retained
103474524,pool_5,Retained
103475031,pool_5,Retained
103475159,pool_5,Retained
103475407,pool_5,Retained
103475418,pool_5,Retained
103475470,pool_5,Retained
103475612,pool_5,Retained
103476207,pool_5,Retained
103476469,pool_5,Retained
103476477,pool_5,Retained
103476564,pool_5,Retained
103476565,pool_5,Retained
103477306,pool_5,Retained
103477350,pool_5,Retained
103477493,pool_5,Retained
103477930,pool_5,Retained
103478070,pool_5,Retained
103478269,pool_5,Retained
103478918,pool_5,Retained
103479001,pool_5,Retained
103479235,pool_5,Retained
103479237,pool_5,Retained
103479430,pool_5,Retained
103480117,pool_5,Retained
103480430,pool_5,Retained
103480520,pool_5,Retained
103480530,pool_5,Retained
103480625,pool_5,Retained
103480636,pool_5,Retained
103480639,pool_5,Retained
103480676,pool_5,Retained
103480898,pool_5,Retained
103480963,pool_5,Retained
103481351,pool_5,Retained
103481441,pool_5,Retained
103481511,pool_5,Retained
103481731,pool_5,Retained
103481883,pool_5,Retained
103481977,pool_5,Retained
103482232,pool_5,Retained
103482405,pool_5,Retained
103482473,pool_5,Retained
103482634,pool_5,Retained
103482647,pool_5,Retained
103483346,pool_5,Retained
103483402,pool_5,Retained
103483745,pool_5,Retained
103484016,pool_5,Retained
103484871,pool_5,Retained
103485004,pool_5,Retained
103485169,pool_5,Retained
103485308,pool_5,Retained
103485540,pool_5,Retained
103485558,pool_5,Retained
103485810,pool_5,Retained
103486045,pool_5,Retained
103486276,pool_5,Retained
103486449,pool_5,Retained
103486466,pool_5,Retained
103487091,pool_5,Retained
103487116,pool_5,Retained
103488104,pool_5,Retained
103488314,pool_5,Retained
103488766,pool_5,Retained
103489229,pool_5,Retained
103489363,pool_5,Retained
103489639,pool_5,Retained
103490070,pool_5,Retained
103490090,pool_5,Retained
103491041,pool_5,Retained
103491640,pool_5,Retained
103492737,pool_5,Retained
103493138,pool_5,Retained
103493813,pool_5,Retained
103494353,pool_5,Retained
103494680,pool_5,Retained
103495106,pool_5,Retained
103496368,pool_5,Retained
103498954,pool_5,Retained
103499460,pool_5,Retained
103501058,pool_5,Retained
103503455,pool_5,Retained
103508640,pool_5,Retained
3000355989,pool_5,Retained
3000406362,pool_5,Retained
3000493085,pool_5,Retained
3000494488,pool_5,Retained
3000524786,pool_5,Retained
3000525731,pool_5,Retained
3000526568,pool_5,Retained
3000528122,pool_5,Retained
3000541329,pool_5,Retained
3000544884,pool_5,Retained
3000549150,pool_5,Retained
3000551407,pool_5,Retained
3000551793,pool_5,Retained
3000555507,pool_5,Retained
3000560502,pool_5,Retained
3000561983,pool_5,Retained
3000563438,pool_5,Retained
3000563872,pool_5,Retained
3000566119,pool_5,Retained
3000567011,pool_5,Retained
3000567067,pool_5,Retained
3000568139,pool_5,Retained
3000569124,pool_5,Retained
3000571894,pool_5,Retained
3000573220,pool_5,Retained
3000573956,pool_5,Retained
3000575717,pool_5,Retained
3000576742,pool_5,Retained
3000577339,pool_5,Retained
3000577473,pool_5,Retained
3000577483,pool_5,Retained
3000579868,pool_5,Retained
3000579989,pool_5,Retained
3000581836,pool_5,Retained
3000582241,pool_5,Retained
3000584657,pool_5,Retained
3000588117,pool_5,Retained
3000591141,pool_5,Retained
3000592671,pool_5,Retained
3000592870,pool_5,Retained
3000593011,pool_5,Retained
3000593088,pool_5,Retained
3000593934,pool_5,Retained
3000594266,pool_5,Retained
3000595859,pool_5,Retained
3000595866,pool_5,Retained
3000596699,pool_5,Retained
3000596712,pool_5,Retained
3000598292,pool_5,Retained
3000600862,pool_5,Retained
3000601566,pool_5,Retained
3000601717,pool_5,Retained
3200056739,pool_5,Retained
3200058556,pool_5,Retained
3200059033,pool_5,Retained
3200060358,pool_5,Retained
3200060617,pool_5,Retained
3200062660,pool_5,Retained
3200063481,pool_5,Retained
3200063546,pool_5,Retained
3200063775,pool_5,Retained
3200064426,pool_5,Retained
3200064708,pool_5,Retained
3800030473,pool_5,Retained
3800030752,pool_5,Retained
3800031446,pool_5,Retained
3800032641,pool_5,Retained
3800033184,pool_5,Retained
3800033784,pool_5,Retained
3800033845,pool_5,Retained
600136074,pool_5,Retained
600139173,pool_5,Retained
600139450,pool_5,Retained
600139632,pool_5,Retained
600140304,pool_5,Retained
600140659,pool_5,Retained
600141079,pool_5,Retained
600141087,pool_5,Retained
600141324,pool_5,Retained
600141402,pool_5,Retained
600141435,pool_5,Retained
600141441,pool_5,Retained
600141607,pool_5,Retained
600141664,pool_5,Retained
600141820,pool_5,Retained
600141993,pool_5,Retained
600142154,pool_5,Retained
600142210,pool_5,Retained
600142467,pool_5,Retained
600142777,pool_5,Retained
600143229,pool_5,Retained
600143325,pool_5,Retained
600143374,pool_5,Retained
600143967,pool_5,Retained
600144261,pool_5,Retained
600144631,pool_5,Retained
600144646,pool_5,Retained
600144663,pool_5,Retained
600144667,pool_5,Retained
600144677,pool_5,Retained
600144703,pool_5,Retained
600144931,pool_5,Retained
600145021,pool_5,Retained
600145165,pool_5,Retained
600145279,pool_5,Retained
600145364,pool_5,Retained
600145402,pool_5,Retained
600145424,pool_5,Retained
600145458,pool_5,Retained
600145669,pool_5,Retained
600145858,pool_5,Retained
600145875,pool_5,Retained
600146156,pool_5,Retained
600146251,pool_5,Retained
600146418,pool_5,Retained
600146576,pool_5,Retained
600147650,pool_5,Retained
103445854,pool_57,Retained
103449130,pool_57,Retained
103471416,pool_57,Retained
103481169,pool_57,Retained
103488486,pool_57,Retained
600130259,pool_57,Retained
600146786,pool_57,Retained
103445492,pool_58,Two Harbors
103468799,pool_58,Two Harbors
103471235,pool_58,Two Harbors
600139488,pool_58,Two Harbors
103383740,pool_6,Two Harbors
103391560,pool_6,Two Harbors
103391895,pool_6,Two Harbors
103399170,pool_6,Two Harbors
103401398,pool_6,Two Harbors
103402686,pool_6,Two Harbors
103410871,pool_6,Two Harbors
103417629,pool_6,Two Harbors
103417902,pool_6,Two Harbors
103418858,pool_6,Two Harbors
103419056,pool_6,Two Harbors
103419571,pool_6,Two Harbors
103420804,pool_6,Two Harbors
103421506,pool_6,Two Harbors
103422184,pool_6,Two Harbors
103422272,pool_6,Two Harbors
103423137,pool_6,Two Harbors
103424027,pool_6,Two Harbors
103424320,pool_6,Two Harbors
103425640,pool_6,Two Harbors
103425788,pool_6,Two Harbors
103426139,pool_6,Two Harbors
103426244,pool_6,Two Harbors
103427209,pool_6,Two Harbors
103427238,pool_6,Two Harbors
103427249,pool_6,Two Harbors
103427256,pool_6,Two Harbors
103427308,pool_6,Two Harbors
103427331,pool_6,Two Harbors
103427567,pool_6,Two Harbors
103428104,pool_6,Two Harbors
103428520,pool_6,Two Harbors
103428554,pool_6,Two Harbors
103429102,pool_6,Two Harbors
103429553,pool_6,Two Harbors
103430032,pool_6,Two Harbors
103430046,pool_6,Two Harbors
103430326,pool_6,Two Harbors
103430374,pool_6,Two Harbors
103430989,pool_6,Two Harbors
103432395,pool_6,Two Harbors
103432918,pool_6,Two Harbors
103433103,pool_6,Two Harbors
103433476,pool_6,Two Harbors
103433722,pool_6,Two Harbors
103433752,pool_6,Two Harbors
103433873,pool_6,Two Harbors
103434507,pool_6,Two Harbors
103434609,pool_6,Two Harbors
103434774,pool_6,Two Harbors
103434944,pool_6,Two Harbors
103435202,pool_6,Two Harbors
103435216,pool_6,Two Harbors
103435321,pool_6,Two Harbors
103435521,pool_6,Two Harbors
103435638,pool_6,Two Harbors
103435834,pool_6,Two Harbors
103436188,pool_6,Two Harbors
103436497,pool_6,Two Harbors
103436552,pool_6,Two Harbors
103436796,pool_6,Two Harbors
103437451,pool_6,Two Harbors
103437585,pool_6,Two Harbors
103437662,pool_6,Two Harbors
103437773,pool_6,Two Harbors
103437831,pool_6,Two Harbors
103437941,pool_6,Two Harbors
103438256,pool_6,Two Harbors
103438258,pool_6,Two Harbors
103438328,pool_6,Two Harbors
103438516,pool_6,Two Harbors
103438601,pool_6,Two Harbors
103438922,pool_6,Two Harbors
103439040,pool_6,Two Harbors
103439110,pool_6,Two Harbors
103439428,pool_6,Two Harbors
103439527,pool_6,Two Harbors
103439743,pool_6,Two Harbors
103439948,pool_6,Two Harbors
103440624,pool_6,Two Harbors
103440828,pool_6,Two Harbors
103440891,pool_6,Two Harbors
103441228,pool_6,Two Harbors
103441261,pool_6,Two Harbors
103441351,pool_6,Two Harbors
103441864,pool_6,Two Harbors
103442017,pool_6,Two Harbors
103442168,pool_6,Two Harbors
103442260,pool_6,Two Harbors
103442290,pool_6,Two Harbors
103442292,pool_6,Two Harbors
103442319,pool_6,Two Harbors
103442420,pool_6,Two Harbors
103442652,pool_6,Two Harbors
103442751,pool_6,Two Harbors
103442753,pool_6,Two Harbors
103442854,pool_6,Two Harbors
103443231,pool_6,Two Harbors
103443444,pool_6,Two Harbors
103443548,pool_6,Two Harbors
103443660,pool_6,Two Harbors
103443778,pool_6,Two Harbors
103443810,pool_6,Two Harbors
103443817,pool_6,Two Harbors
103443862,pool_6,Two Harbors
103444125,pool_6,Two Harbors
103444286,pool_6,Two Harbors
103444328,pool_6,Two Harbors
103444439,pool_6,Two Harbors
103444518,pool_6,Two Harbors
103444557,pool_6,Two Harbors
103444630,pool_6,Two Harbors
103444862,pool_6,Two Harbors
103444934,pool_6,Two Harbors
103445039,pool_6,Two Harbors
103445124,pool_6,Two Harbors
103445284,pool_6,Two Harbors
103445426,pool_6,Two Harbors
103445503,pool_6,Two Harbors
103445539,pool_6,Two Harbors
103445579,pool_6,Two Harbors
103445764,pool_6,Two Harbors
103445810,pool_6,Two Harbors
103445973,pool_6,Two Harbors
103446019,pool_6,Two Harbors
103446152,pool_6,Two Harbors
103446194,pool_6,Two Harbors
103446507,pool_6,Two Harbors
103446559,pool_6,Two Harbors
103447157,pool_6,Two Harbors
103447295,pool_6,Two Harbors
103447408,pool_6,Two Harbors
103447431,pool_6,Two Harbors
103447730,pool_6,Two Harbors
103447974,pool_6,Two Harbors
103448055,pool_6,Two Harbors
103448136,pool_6,Two Harbors
103448213,pool_6,Two Harbors
103448253,pool_6,Two Harbors
103448544,pool_6,Two Harbors
103448731,pool_6,Two Harbors
103448749,pool_6,Two Harbors
103448894,pool_6,Two Harbors
103448958,pool_6,Two Harbors
103449056,pool_6,Two Harbors
103449182,pool_6,Two Harbors
103449331,pool_6,Two Harbors
103449344,pool_6,Two Harbors
103449385,pool_6,Two Harbors
103449500,pool_6,Two Harbors
103449611,pool_6,Two Harbors
103449668,pool_6,Two Harbors
103449808,pool_6,Two Harbors
103449855,pool_6,Two Harbors
103450037,pool_6,Two Harbors
103450040,pool_6,Two Harbors
103450070,pool_6,Two Harbors
103450215,pool_6,Two Harbors
103450486,pool_6,Two Harbors
103450585,pool_6,Two Harbors
103450725,pool_6,Two Harbors
103451014,pool_6,Two Harbors
103451117,pool_6,Two Harbors
103451174,pool_6,Two Harbors
103451179,pool_6,Two Harbors
103451238,pool_6,Two Harbors
103451324,pool_6,Two Harbors
103451350,pool_6,Two Harbors
103451409,pool_6,Two Harbors
103451549,pool_6,Two Harbors
103451575,pool_6,Two Harbors
103451602,pool_6,Two Harbors
103451661,pool_6,Two Harbors
103451664,pool_6,Two Harbors
103451883,pool_6,Two Harbors
103452052,pool_6,Two Harbors
103452086,pool_6,Two Harbors
103452151,pool_6,Two Harbors
103452258,pool_6,Two Harbors
103452396,pool_6,Two Harbors
103452426,pool_6,Two Harbors
103452502,pool_6,Two Harbors
103452601,pool_6,Two Harbors
103452653,pool_6,Two Harbors
103452777,pool_6,Two Harbors
103452966,pool_6,Two Harbors
103452999,pool_6,Two Harbors
103453082,pool_6,Two Harbors
103453131,pool_6,Two Harbors
103453520,pool_6,Two Harbors
103453559,pool_6,Two Harbors
103453590,pool_6,Two Harbors
103453635,pool_6,Two Harbors
103453644,pool_6,Two Harbors
103453723,pool_6,Two Harbors
103453736,pool_6,Two Harbors
103453751,pool_6,Two Harbors
103453837,pool_6,Two Harbors
103453913,pool_6,Two Harbors
103453944,pool_6,Two Harbors
103453991,pool_6,Two Harbors
103454081,pool_6,Two Harbors
103454112,pool_6,Two Harbors
103454215,pool_6,Two Harbors
103454313,pool_6,Two Harbors
103454326,pool_6,Two Harbors
103454334,pool_6,Two Harbors
103454543,pool_6,Two Harbors
103454560,pool_6,Two Harbors
103454583,pool_6,Two Harbors
103454753,pool_6,Two Harbors
103454836,pool_6,Two Harbors
103454916,pool_6,Two Harbors
103454941,pool_6,Two Harbors
103454950,pool_6,Two Harbors
103454965,pool_6,Two Harbors
103455063,pool_6,Two Harbors
103455074,pool_6,Two Harbors
103455127,pool_6,Two Harbors
103455147,pool_6,Two Harbors
103455161,pool_6,Two Harbors
103455172,pool_6,Two Harbors
103455213,pool_6,Two Harbors
103455326,pool_6,Two Harbors
103455360,pool_6,Two Harbors
103455434,pool_6,Two Harbors
103455445,pool_6,Two Harbors
103455465,pool_6,Two Harbors
103455473,pool_6,Two Harbors
103455580,pool_6,Two Harbors
103455593,pool_6,Two Harbors
103455594,pool_6,Two Harbors
103455620,pool_6,Two Harbors
103455730,pool_6,Two Harbors
103455948,pool_6,Two Harbors
103456063,pool_6,Two Harbors
103456086,pool_6,Two Harbors
103456101,pool_6,Two Harbors
103456240,pool_6,Two Harbors
103456415,pool_6,Two Harbors
103456424,pool_6,Two Harbors
103456436,pool_6,Two Harbors
103456456,pool_6,Two Harbors
103456492,pool_6,Two Harbors
103456528,pool_6,Two Harbors
103456586,pool_6,Two Harbors
103456626,pool_6,Two Harbors
103456850,pool_6,Two Harbors
103457097,pool_6,Two Harbors
103457189,pool_6,Two Harbors
103457288,pool_6,Two Harbors
103457297,pool_6,Two Harbors
103457360,pool_6,Two Harbors
103457479,pool_6,Two Harbors
103457500,pool_6,Two Harbors
103457506,pool_6,Two Harbors
103457521,pool_6,Two Harbors
103457565,pool_6,Two Harbors
103457615,pool_6,Two Harbors
103457617,pool_6,Two Harbors
103457715,pool_6,Two Harbors
103457753,pool_6,Two Harbors
103457832,pool_6,Two Harbors
103457848,pool_6,Two Harbors
103457999,pool_6,Two Harbors
103458016,pool_6,Two Harbors
103458049,pool_6,Two Harbors
103458123,pool_6,Two Harbors
103458171,pool_6,Two Harbors
103458268,pool_6,Two Harbors
103458327,pool_6,Two Harbors
103458420,pool_6,Two Harbors
103458469,pool_6,Two Harbors
103458553,pool_6,Two Harbors
103458557,pool_6,Two Harbors
103458697,pool_6,Two Harbors
103458750,pool_6,Two Harbors
103458766,pool_6,Two Harbors
103458781,pool_6,Two Harbors
103458866,pool_6,Two Harbors
103458889,pool_6,Two Harbors
103459108,pool_6,Two Harbors
103459359,pool_6,Two Harbors
103459389,pool_6,Two Harbors
103459405,pool_6,Two Harbors
103459531,pool_6,Two Harbors
103459874,pool_6,Two Harbors
103459942,pool_6,Two Harbors
103459948,pool_6,Two Harbors
103459989,pool_6,Two Harbors
103460108,pool_6,Two Harbors
103460154,pool_6,Two Harbors
103460405,pool_6,Two Harbors
103460452,pool_6,Two Harbors
103460474,pool_6,Two Harbors
103460525,pool_6,Two Harbors
103460630,pool_6,Two Harbors
103460634,pool_6,Two Harbors
103460710,pool_6,Two Harbors
103460765,pool_6,Two Harbors
103461078,pool_6,Two Harbors
103461187,pool_6,Two Harbors
103461218,pool_6,Two Harbors
103461281,pool_6,Two Harbors
103461436,pool_6,Two Harbors
103461640,pool_6,Two Harbors
103461664,pool_6,Two Harbors
103461689,pool_6,Two Harbors
103461786,pool_6,Two Harbors
103461930,pool_6,Two Harbors
103461935,pool_6,Two Harbors
103462067,pool_6,Two Harbors
103462075,pool_6,Two Harbors
103462114,pool_6,Two Harbors
103462278,pool_6,Two Harbors
103462293,pool_6,Two Harbors
103462307,pool_6,Two Harbors
103462482,pool_6,Two Harbors
103462572,pool_6,Two Harbors
103462601,pool_6,Two Harbors
103462737,pool_6,Two Harbors
103462836,pool_6,Two Harbors
103462959,pool_6,Two Harbors
103463039,pool_6,Two Harbors
103463162,pool_6,Two Harbors
103463486,pool_6,Two Harbors
103463517,pool_6,Two Harbors
103463832,pool_6,Two Harbors
103463977,pool_6,Two Harbors
103463993,pool_6,Two Harbors
103464131,pool_6,Two Harbors
103464354,pool_6,Two Harbors
103464519,pool_6,Two Harbors
103464556,pool_6,Two Harbors
103464598,pool_6,Two Harbors
103464711,pool_6,Two Harbors
103464991,pool_6,Two Harbors
103465014,pool_6,Two Harbors
103465057,pool_6,Two Harbors
103465315,pool_6,Two Harbors
103465466,pool_6,Two Harbors
103465908,pool_6,Two Harbors
103465973,pool_6,Two Harbors
103466283,pool_6,Two Harbors
103466400,pool_6,Two Harbors
103466413,pool_6,Two Harbors
103466726,pool_6,Two Harbors
103466801,pool_6,Two Harbors
103466905,pool_6,Two Harbors
103467255,pool_6,Two Harbors
103467414,pool_6,Two Harbors
103467486,pool_6,Two Harbors
103467751,pool_6,Two Harbors
103467779,pool_6,Two Harbors
103468410,pool_6,Two Harbors
103468654,pool_6,Two Harbors
103468671,pool_6,Two Harbors
103468736,pool_6,Two Harbors
103468802,pool_6,Two Harbors
103468867,pool_6,Two Harbors
103468910,pool_6,Two Harbors
103468920,pool_6,Two Harbors
103469263,pool_6,Two Harbors
103469366,pool_6,Two Harbors
103469405,pool_6,Two Harbors
103469476,pool_6,Two Harbors
103469480,pool_6,Two Harbors
103469525,pool_6,Two Harbors
103469542,pool_6,Two Harbors
103469607,pool_6,Two Harbors
103469930,pool_6,Two Harbors
103470041,pool_6,Two Harbors
103470049,pool_6,Two Harbors
103470065,pool_6,Two Harbors
103470128,pool_6,Two Harbors
103470168,pool_6,Two Harbors
103470219,pool_6,Two Harbors
103470299,pool_6,Two Harbors
103470315,pool_6,Two Harbors
103470400,pool_6,Two Harbors
103470414,pool_6,Two Harbors
103470583,pool_6,Two Harbors
103470663,pool_6,Two Harbors
103470722,pool_6,Two Harbors
103470753,pool_6,Two Harbors
103470768,pool_6,Two Harbors
103470828,pool_6,Two Harbors
103470970,pool_6,Two Harbors
103470998,pool_6,Two Harbors
103471015,pool_6,Two Harbors
103471052,pool_6,Two Harbors
103471078,pool_6,Two Harbors
103471079,pool_6,Two Harbors
103471292,pool_6,Two Harbors
103471305,pool_6,Two Harbors
103471337,pool_6,Two Harbors
103471508,pool_6,Two Harbors
103471590,pool_6,Two Harbors
103471628,pool_6,Two Harbors
103471843,pool_6,Two Harbors
103471848,pool_6,Two Harbors
103472031,pool_6,Two Harbors
103472140,pool_6,Two Harbors
103472213,pool_6,Two Harbors
103472218,pool_6,Two Harbors
103472239,pool_6,Two Harbors
103472282,pool_6,Two Harbors
103472347,pool_6,Two Harbors
103472351,pool_6,Two Harbors
103472366,pool_6,Two Harbors
103472413,pool_6,Two Harbors
103472572,pool_6,Two Harbors
103472680,pool_6,Two Harbors
103472869,pool_6,Two Harbors
103472992,pool_6,Two Harbors
103473029,pool_6,Two Harbors
103473054,pool_6,Two Harbors
103473089,pool_6,Two Harbors
103473128,pool_6,Two Harbors
103473209,pool_6,Two Harbors
103473223,pool_6,Two Harbors
103473540,pool_6,Two Harbors
103473554,pool_6,Two Harbors
103473577,pool_6,Two Harbors
103473724,pool_6,Two Harbors
103473734,pool_6,Two Harbors
103473768,pool_6,Two Harbors
103473787,pool_6,Two Harbors
103473869,pool_6,Two Harbors
103473918,pool_6,Two Harbors
103473927,pool_6,Two Harbors
103473953,pool_6,Two Harbors
103473959,pool_6,Two Harbors
103473999,pool_6,Two Harbors
103474011,pool_6,Two Harbors
103474166,pool_6,Two Harbors
103474174,pool_6,Two Harbors
103474206,pool_6,Two Harbors
103474229,pool_6,Two Harbors
103474304,pool_6,Two Harbors
103474347,pool_6,Two Harbors
103474372,pool_6,Two Harbors
103474404,pool_6,Two Harbors
103474626,pool_6,Two Harbors
103474648,pool_6,Two Harbors
103474661,pool_6,Two Harbors
103474690,pool_6,Two Harbors
103474713,pool_6,Two Harbors
103474742,pool_6,Two Harbors
103474880,pool_6,Two Harbors
103474935,pool_6,Two Harbors
103474990,pool_6,Two Harbors
103475047,pool_6,Two Harbors
103475283,pool_6,Two Harbors
103475356,pool_6,Two Harbors
103475441,pool_6,Two Harbors
103475452,pool_6,Two Harbors
103475618,pool_6,Two Harbors
103475653,pool_6,Two Harbors
103475683,pool_6,Two Harbors
103475714,pool_6,Two Harbors
103475728,pool_6,Two Harbors
103475762,pool_6,Two Harbors
103475883,pool_6,Two Harbors
103475921,pool_6,Two Harbors
103476022,pool_6,Two Harbors
103476024,pool_6,Two Harbors
103476061,pool_6,Two Harbors
103476077,pool_6,Two Harbors
103476211,pool_6,Two Harbors
103476229,pool_6,Two Harbors
103476333,pool_6,Two Harbors
103476338,pool_6,Two Harbors
103476507,pool_6,Two Harbors
103476552,pool_6,Two Harbors
103476607,pool_6,Two Harbors
103476643,pool_6,Two Harbors
103476646,pool_6,Two Harbors
103476726,pool_6,Two Harbors
103476760,pool_6,Two Harbors
103476815,pool_6,Two Harbors
103476845,pool_6,Two Harbors
103476848,pool_6,Two Harbors
103476892,pool_6,Two Harbors
103476965,pool_6,Two Harbors
103476969,pool_6,Two Harbors
103476986,pool_6,Two Harbors
103477063,pool_6,Two Harbors
103477308,pool_6,Two Harbors
103477470,pool_6,Two Harbors
103477474,pool_6,Two Harbors
103477594,pool_6,Two Harbors
103477613,pool_6,Two Harbors
103477646,pool_6,Two Harbors
103477759,pool_6,Two Harbors
103477809,pool_6,Two Harbors
103477881,pool_6,Two Harbors
103478016,pool_6,Two Harbors
103478069,pool_6,Two Harbors
103478253,pool_6,Two Harbors
103478329,pool_6,Two Harbors
103478441,pool_6,Two Harbors
103478634,pool_6,Two Harbors
103478650,pool_6,Two Harbors
103478722,pool_6,Two Harbors
103478753,pool_6,Two Harbors
103478902,pool_6,Two Harbors
103478990,pool_6,Two Harbors
103479456,pool_6,Two Harbors
103479527,pool_6,Two Harbors
103479618,pool_6,Two Harbors
103479632,pool_6,Two Harbors
103479698,pool_6,Two Harbors
103479726,pool_6,Two Harbors
103479821,pool_6,Two Harbors
