Pool,Loan,Price,Amount,Fico,Dti,IsExpensive,IsCalifornia,IsCashout,IsPrimary
pool_234,103442751,487906.094651685,488300,763,36.61,1,1,0,1
pool_234,103442893,160871.894314435,161739,707,21.125,0,0,0,1
pool_234,103443122,204346.740573699,203000,779,42.619,0,0,1,1
pool_234,103443231,465960.276413013,465000,736,49.141,0,0,1,1
pool_234,103443241,272229.885994849,269400,722,38.356,0,0,0,1
pool_234,103443548,166780.963883013,166000,721,44.974,0,0,1,1
pool_234,103443706,268430.956824248,267000,769,44.933,0,1,0,1
pool_234,103443708,384155.702024659,380000,804,47.318,0,1,1,1
pool_234,103443810,243396.862433425,244000,817,48.491,0,0,1,1
pool_234,103443817,413148.501037262,412000,740,30.441,0,1,1,1
pool_234,103443862,383196.495973872,379389,779,26.338,0,0,0,1
pool_234,103443999,298878.113366575,296000,737,31.74,0,0,0,1
pool_234,103444121,354211.390047946,350000,797,23.021,0,0,0,1
pool_234,103444125,226021.046447671,228000,783,39.58,0,0,1,1
pool_234,103444291,202150.206328768,200000,746,34.159,0,1,1,1
pool_234,103444518,201855.615387453,200400,742,31.854,0,0,1,1
pool_234,103444630,236526.266686301,235000,772,49.217,0,0,1,1
pool_234,103444739,216510.274529453,215000,793,37.387,0,0,1,1
pool_234,103444862,384312.026033118,379875,779,28.461,0,0,1,1
pool_234,103445124,324602.706126029,320000,792,36.615,0,0,0,1
pool_234,103445258,158122.197211603,158700,702,36.653,0,0,0,1
pool_234,103445764,299162.108498219,297000,700,39.447,0,0,0,1
pool_234,103445810,191878.479425219,191100,768,30.173,0,0,0,1
pool_234,103445973,249461.061584384,246000,772,40.898,0,0,0,1
pool_234,103446019,226386.678369863,225000,743,43.405,0,0,1,1
pool_234,103446389,367116.165303055,362429,766,37.58,0,1,0,1
pool_234,103446394,450096.920981536,449200,790,25.64,0,1,0,1
pool_234,103446434,375411.526003149,373000,764,33.154,0,1,1,1
pool_234,103446507,393441.542103012,392000,802,39.48,0,1,0,1
pool_234,103446642,102303.787509144,100500,796,30.556,0,0,0,1
pool_234,103446771,228425.315031095,227000,784,48.957,0,1,1,1
pool_234,103447016,530661.525312245,527400,759,45.09,1,1,0,1
pool_234,103447157,344624.844790548,341000,771,29.602,0,1,0,1
pool_234,103447272,161007.944021918,160000,802,30.589,0,0,0,0
pool_234,103447295,474567.061193425,472000,741,27.179,0,0,0,1
pool_234,103447554,456446.136261026,455500,788,37.884,0,1,1,1
pool_234,103447730,314252.150108069,310900,729,35.078,0,0,0,1
pool_234,103448055,358031.864268536,354300,744,37.354,0,0,0,1
pool_234,103448067,305941.743466506,305500,724,43.71,0,0,0,1
pool_234,103448894,422157.267092107,420400,754,21.981,0,1,0,1
pool_234,103449061,211472.136028768,210000,776,39.082,0,1,1,1
pool_234,103449136,486005.715315617,484000,683,41.124,0,1,0,1
pool_234,103449258,226609.326418442,225250,682,49.936,0,0,0,1
pool_234,103449344,232209.237136507,229000,760,43.137,0,0,1,1
pool_234,103449416,400111.27313096,396000,755,28.366,0,0,0,1
pool_234,103449634,489092.819076779,483000,760,32.392,0,0,1,1
pool_234,103449668,258420.501375205,259000,743,45.076,0,0,1,1
pool_234,103449686,482162.196836507,481500,749,43.699,0,1,0,1
pool_234,103449808,408223.063576,408800,755,36.037,0,0,1,1
pool_234,103449958,219278.736835068,216000,757,38.327,0,0,0,1
pool_234,103450040,594328.093454658,599000,731,48.113,1,1,1,1
pool_234,103450070,314387.285876623,312350,787,20.648,0,0,0,1
pool_234,103450301,471984.903577672,467000,702,43.131,0,1,1,1
pool_234,103450585,327446.027820958,323000,770,35.402,0,0,0,1
pool_234,103450725,252627.952579315,249000,751,33.061,0,0,0,1
pool_234,103450953,337390.437466026,332000,758,31.925,0,0,1,1
pool_234,103451014,318861.409284066,315852,786,45.806,0,0,0,1
pool_234,103451238,262111.886227396,260000,756,37.9,0,0,1,1
pool_234,103451262,310438.882514657,307000,729,45.921,0,0,0,1
pool_234,103451324,490573.588631691,484350,786,38.609,0,0,1,1
pool_234,103451350,345639.312758905,340000,781,26.264,0,0,0,0
pool_234,103451397,265713.831590685,262000,698,47.072,0,0,0,1
pool_234,103451549,326158.93753911,325500,788,22.425,0,0,0,1
pool_234,103451594,319436.332142467,315000,673,44.159,0,1,1,1
pool_234,103451602,347857.263047261,345000,774,33.875,0,0,1,1
pool_234,103451637,196829.700026712,195000,762,38.566,0,1,0,1
pool_234,103452151,251878.850034247,250000,770,17.203,0,0,0,1
pool_234,103452258,417486.669258767,419000,806,38.055,0,1,1,1
pool_234,103452363,146561.649730192,144900,726,43.655,0,0,0,1
pool_234,103452396,391108.329341094,390000,773,40.838,0,0,1,1
pool_234,103452426,415026.301803081,412500,773,48.153,0,0,0,1
pool_234,103452601,156166.035172575,155800,788,49.731,0,0,0,1
pool_234,103452653,220746.892109972,218800,796,43.845,0,0,0,1
pool_234,103452777,193738.10710344,192910,768,37.075,0,0,0,1
pool_234,103452966,255735.502435068,256000,748,39.159,0,0,1,1
pool_234,103452978,247329.979321096,244000,732,48.727,0,1,0,1
pool_234,103452999,420992.622057533,420000,753,48.486,0,1,1,1
pool_234,103453020,344293.210576096,345500,809,37.898,0,0,0,1
pool_234,103453579,437475.439088427,435500,794,26.456,0,0,0,1
pool_234,103453644,209339.334028767,210000,690,47.225,0,0,1,1
pool_234,103453676,225147.404045206,230000,810,26.211,0,0,0,1
pool_234,103453736,300502.209493152,300000,778,34.294,0,1,1,1
pool_234,103453751,258928.785064109,258000,725,38.86,0,0,1,1
pool_234,103453752,205156.243777877,203500,796,37.192,0,0,0,1
pool_234,103453913,251596.509537672,250000,772,36.799,0,0,1,1
pool_234,103454086,470193.628790754,472500,724,23.632,0,0,0,1
pool_234,103454112,306763.370571247,303100,765,42.449,0,0,0,1
pool_234,103454156,269843.617248903,267000,785,46.69,0,0,1,1
pool_234,103454313,344141.680758905,340000,727,45.369,0,1,0,1
pool_234,103454315,236668.359436301,235000,778,30.918,0,0,1,1
pool_234,103454326,441802.308729616,440200,740,34.727,0,1,0,1
pool_234,103454560,293335.587543802,289750,790,25.472,0,1,0,1
pool_234,103454573,336883.803305752,332000,808,25.326,0,1,0,1
pool_234,103454615,222469.357121678,223250,687,36.521,0,0,0,1
pool_234,103454753,384517.786687946,382000,716,45.18,0,0,0,1
pool_234,103454771,180108.228024657,180000,770,48.69,0,0,1,1
pool_234,103454878,159973.106980822,160000,730,45.062,0,1,1,1
pool_234,103454941,261537.042621554,262464,695,41.575,0,0,1,1
pool_234,103454950,333917.735942465,330000,795,43.039,0,0,1,1
pool_234,103454973,333896.429936301,335000,789,27.684,0,0,0,1
pool_234,103455104,374457.022832177,372900,809,27.36,0,1,0,1
pool_234,103455161,266449.770322328,263000,770,22.013,0,0,0,1
pool_234,103455172,321671.391052603,324000,713,44.22,0,0,1,1
pool_234,103455200,381586.954079453,380000,756,33.43,0,1,0,1
pool_234,103455213,353145.535047946,350000,792,39.008,0,1,0,1
pool_234,103455267,242008.016583081,241500,789,36.195,0,0,1,1
pool_234,103455297,217548.732702396,215000,679,47.732,0,0,0,1
pool_234,103455326,255317.581974246,252000,742,39.645,0,1,0,1
pool_234,103455402,272901.159337534,269000,728,45.881,0,1,0,1
pool_234,103455434,350727.627932946,345500,714,35.804,0,1,0,1
pool_234,103455435,174194.411061918,172000,787,26.937,0,0,1,1
pool_234,103455465,345332.500187137,344100,775,37.125,0,0,1,1
pool_234,103455593,238953.771533972,238000,755,41.614,0,0,0,1
pool_234,103455620,238269.115159069,237200,753,21.456,0,0,0,1
pool_234,103455730,179178.418824383,178000,748,34.456,0,0,0,1
pool_234,103455842,208983.616041616,210316,698,44.052,0,0,0,1
pool_234,103455858,417533.756688575,418600,741,33.325,0,1,0,1
pool_234,103455938,491513.28886685,488000,747,39.051,1,1,0,1
pool_234,103455948,484821.192065755,480000,756,32.561,0,0,0,1
pool_234,103456233,401585.868303082,393750,791,48.904,0,0,0,1
pool_234,103456235,672550.493293152,665000,788,13.519,1,0,0,1
pool_234,103456240,366309.454455574,361700,765,29.575,0,0,0,1
pool_234,103456328,206743.654218333,203950,749,34.115,0,0,1,1
pool_234,103456424,299373.258945205,300000,706,35.352,0,0,1,1
pool_234,103456492,452920.851820822,452000,793,24.712,0,0,0,1
pool_234,103456586,627449.584935616,630000,771,47.512,1,1,1,1
pool_234,103456626,472334.814264794,473000,769,37.539,0,0,1,1
pool_234,103456840,336448.383645755,334000,753,35.458,0,0,0,1
pool_234,103456850,290696.852622946,285000,805,43.855,0,0,0,1
pool_234,103457189,338524.432584864,334500,788,49.283,0,1,0,1
pool_234,103457249,230185.688851275,228300,703,49.967,0,0,1,1
pool_234,103457297,327011.030444384,324000,753,27.262,0,1,0,1
pool_234,103457468,214751.406564823,212200,769,11.828,0,0,0,1
pool_234,103457479,343845.327660165,343200,776,29.375,0,0,1,1
pool_234,103457500,230869.184778082,230000,745,35.091,0,0,1,1
pool_234,103457506,303987.08299785,298300,721,44.321,0,0,0,1
pool_234,103457576,131463.51280737,129800,770,32.082,0,0,0,1
pool_234,103457615,312285.03668726,307000,781,47.826,0,1,0,1
pool_234,103457636,274024.930336027,273000,808,30.861,0,0,0,1
pool_234,103457832,261548.630419177,260000,777,40.51,0,1,1,1
pool_234,103457848,331201.355913425,328000,774,33.684,0,0,1,1
pool_234,103457999,211265.326043177,211200,691,43.759,0,0,1,1
pool_234,103458049,223681.669285352,221575,749,47.068,0,0,0,1
pool_234,103458080,385886.378252464,383000,786,29.718,0,0,0,1
pool_234,103458113,132608.746418013,131500,763,35.189,0,0,0,1
pool_234,103458123,640458.787730547,633000,714,47.558,1,1,0,1
pool_234,103458232,448482.750883562,450000,709,44.293,0,1,0,1
pool_234,103458268,687357.744648903,687000,770,46.746,1,1,0,1
pool_234,103458420,486001.87816589,481000,745,38.848,0,1,0,1
pool_234,103458553,229594.452347288,231200,758,34.445,0,0,1,1
pool_234,103458557,359163.561487993,354350,740,34.598,0,1,0,1
pool_234,103458697,336518.335271575,332500,808,30.877,0,0,0,1
pool_234,103458726,149695.098355189,150001,663,27.479,0,1,1,1
pool_234,103458775,220690.724798357,218000,770,33.409,0,0,0,1
pool_234,103458817,467430.069115069,465000,714,44.793,0,1,1,1
pool_234,103459343,487110.325566348,484350,755,46.092,0,0,0,1
pool_234,103459366,256911.653713972,252000,735,36.824,0,0,0,1
pool_234,103459389,292813.982639999,292000,749,29.144,0,0,1,1
pool_234,103459405,213563.969761645,210000,708,22.804,0,0,1,1
pool_234,103459531,264277.266431506,262500,758,40.086,0,0,1,1
pool_234,103459989,341266.659137054,335500,742,43.624,0,0,0,1
pool_234,103460108,400984.933854383,397000,751,32.959,0,0,0,1
pool_234,103460218,268498.774824248,267000,746,27.355,0,1,0,1
pool_234,103460416,189114.969371096,189000,689,29.859,0,1,1,1
pool_234,103460440,207031.968695891,205000,820,47.866,0,1,1,1
pool_234,103460452,290534.308902741,290000,778,47.687,0,1,1,1
pool_234,103460474,366934.335443424,364500,772,31.009,0,1,1,1
pool_234,103460518,389171.502182875,385000,708,39.222,0,1,0,1
pool_234,103460525,361015.455548973,357500,785,36.296,0,0,0,1
pool_234,103460538,332015.215647944,330000,786,24.258,0,1,0,1
pool_234,103460630,408979.412455617,406000,774,37.795,0,0,0,1
pool_234,103460715,658983.066049573,653900,746,22.987,1,0,0,1
pool_234,103460733,204028.468655342,204000,765,45.247,0,0,1,1
pool_234,103460798,280658.991296481,278300,753,44.131,0,1,1,1
pool_234,103460878,281235.29893815,278500,807,35.442,0,0,0,1
pool_234,103461178,364009.493732604,360500,737,28.783,0,0,0,1
pool_234,103461196,407478.087355204,403000,699,49.677,0,1,0,1
pool_234,103461259,243869.073156166,240000,727,46.815,0,0,0,1
pool_234,103461552,296727.74351452,296000,748,34.287,0,0,0,1
pool_234,103461640,237774.20133226,235500,778,32.928,0,0,0,1
pool_234,103461899,307038.370118864,306700,780,38.076,0,1,0,1
pool_234,103461998,298938.030041096,300000,814,28.866,0,0,1,1
pool_234,103462036,401113.187452056,400000,761,43.051,0,0,1,1
pool_234,103462278,293228.070016969,290318,763,28.142,0,0,0,1
pool_234,103462461,484408.984865587,478800,775,47.251,0,0,0,1
pool_234,103462482,353444.759893698,349000,802,48.669,0,0,0,1
pool_234,103462583,475574.699536095,468500,792,35.465,0,0,0,1
pool_234,103462601,603689.534121067,597417,772,29.684,1,1,0,1
pool_234,103462623,267844.912753973,264000,696,41.206,0,0,0,1
pool_234,103462794,583389.509061958,583300,739,25.395,1,1,0,1
pool_234,103462959,280217.432196985,278000,716,26.374,0,0,0,1
pool_234,103463104,188501.492885754,186000,718,22.354,0,1,0,1
pool_234,103463162,228820.346651507,226000,724,41.77,0,0,0,1
pool_234,103463212,417203.116879931,411000,746,44.272,0,0,1,1
pool_234,103463336,633012.457040178,627300,720,42.609,1,0,0,1
pool_234,103463832,263398.682605657,260300,800,46.963,0,0,0,1
pool_234,103463879,216007.06238887,213750,733,28.816,0,0,0,1
pool_234,103463940,170030.656667123,170000,767,34.783,0,0,1,1
pool_234,103463977,476729.078828218,466000,808,32.123,0,0,0,1
pool_234,103464131,303652.480062013,298700,697,36.294,0,0,0,1
pool_234,103464354,603322.048504658,599000,790,49.182,1,0,0,1
pool_234,103464598,223684.369630685,224000,743,43.854,0,0,1,1
pool_234,103464723,453059.841147945,455000,678,38.497,0,0,1,1
pool_234,103464771,162917.207892117,161450,773,45.046,0,1,0,1
pool_234,103465019,437568.483354718,436611.79,727,44.375,0,1,0,1
pool_234,103465234,212195.676645206,210000,763,35.088,0,0,1,0
pool_234,103465466,269610.490524383,268000,728,38.291,0,0,1,1
pool_234,103465470,203751.229923699,203000,629,26.269,0,1,1,1
pool_234,103465817,189152.763403254,187500,764,39.452,0,0,1,1
pool_234,103466400,251923.64541096,250000,776,45.037,0,0,1,1
pool_234,103466679,208771.741228356,207000,789,34.129,0,1,0,1
pool_234,103466726,306446.481588082,303000,799,33.752,0,1,1,1
pool_234,103466905,293068.665845069,289000,793,38.873,0,0,0,1
pool_234,103467202,361985.471049043,358000,798,31.046,0,1,0,1
pool_234,103467414,488900.427496341,484300,782,29.28,0,1,0,1
pool_234,103468410,336108.400705752,332000,820,38.93,0,0,0,1
pool_234,103468626,286939.539777452,283150,816,41.216,0,0,0,1
pool_234,103468802,276386.21846663,278400,741,44.59,0,0,1,1
pool_234,103468912,384065.239485344,383000,767,28.91,0,0,1,1
pool_234,103469476,354496.837876357,349400,754,32.461,0,0,0,1
pool_234,103469480,326618.870807933,322620,750,27.449,0,0,0,1
pool_234,103469525,360674.955265207,356000,753,23.596,0,0,0,1
pool_234,103469607,484821.192065755,480000,793,30.286,0,0,0,1
pool_234,103469724,317919.625247301,315300,665,47.667,0,1,1,1
pool_234,103469930,440040.366265066,435000,738,49.889,0,0,0,1
pool_234,103470066,384293.868651885,377500,729,27.21,0,0,0,1
pool_234,103470128,345252.499438356,337500,788,38.112,0,0,0,1
pool_234,103470299,489868.229726691,484350,778,15.623,0,1,1,1
pool_234,103470315,254145.897034931,255000,732,43.307,0,0,1,1
pool_234,103470386,236828.840112165,234800,778,31.819,0,0,0,1
pool_234,103470416,477285.716535891,472000,738,27.548,0,0,0,1
pool_234,103470583,408720.424138356,410000,717,39.054,0,1,0,1
pool_234,103470608,383790.153087946,382000,770,41.352,0,1,0,1
pool_234,103470663,250830.08291096,250000,775,30.948,0,0,1,1
pool_234,103470696,235136.739607191,232500,764,32.567,0,0,0,0
pool_234,103470722,297457.197834932,295000,822,30.245,0,0,1,1
pool_234,103470768,359352.028396848,357000,774,48.436,0,0,0,1
pool_234,103470914,227363.673369863,225000,754,30.92,0,0,1,1
pool_234,103471015,281114.69132959,276000,719,45.475,0,0,1,1
pool_234,103471079,356642.623788369,353100,812,32.305,0,0,0,1
pool_234,103471260,401836.291709815,398650,709,26.727,0,0,0,1
pool_234,103471292,311760.463472877,312000,722,31.51,0,0,1,1
pool_234,103471305,417840.199512493,417200,777,43.338,0,0,0,1
pool_234,103471660,232678.06717859,229700,727,32.635,0,0,0,1
pool_234,103471756,458357.885917808,450000,681,39.811,0,0,1,1
pool_234,103471843,337208.355896575,332500,770,16.078,0,0,0,1
pool_234,103471983,263344.802049725,263000,778,40.337,0,0,0,1
pool_234,103472101,383921.117494028,378400,758,33.335,0,0,0,1
pool_234,103472213,333243.882045205,330000,790,36.251,0,0,0,1
pool_234,103472218,269541.631836577,267000,765,47.891,0,0,0,1
pool_234,103472268,317016.54380452,313000,729,30.223,0,0,1,1
pool_234,103472351,269026.508387722,266617,787,39.11,0,0,0,1
pool_234,103472366,327453.954034246,325000,774,19.629,0,0,1,1
pool_234,103472679,225356.895441781,225000,728,29.547,0,0,1,1
pool_234,103472680,359557.517733562,355000,813,17.303,0,0,1,1
pool_234,103472783,300637.554992671,301500,754,40.551,0,0,0,0
pool_234,103472850,426264.447357842,422250,759,18.45,0,0,0,1
pool_234,103472869,440743.573923286,440000,765,35.793,0,1,1,1
pool_234,103473029,259976.536759521,259500,771,49.504,0,1,1,1
pool_234,103473045,291075.626039589,289000,709,29.517,0,1,1,1
pool_234,103473089,231326.516778082,230000,764,17.254,0,0,1,1
pool_234,103473189,381177.075195549,377500,798,44.964,0,1,0,1
pool_234,103473223,277617.963740137,273000,660,20.074,0,0,1,1
pool_234,103473348,319207.200929316,314000,767,27.545,0,1,1,1
pool_234,103473497,180025.27642452,179000,792,43.69,0,1,1,1
pool_234,103473534,330621.859812917,325300,749,20.694,0,0,1,1
pool_234,103473540,259007.651885136,256500,791,31.117,0,0,0,1
pool_234,103473554,380602.283961369,378000,775,31.667,0,1,1,1
pool_234,103473577,360403.417848903,357000,767,41.391,0,0,0,1
pool_234,103473734,244199.49363315,242000,734,30.869,0,0,0,1
pool_234,103473757,288083.201268494,285000,744,43.643,0,0,1,1
pool_234,103473766,321138.054763506,317600,800,33.36,0,0,0,1
pool_234,103473919,449921.4047863,440000,664,24.265,0,0,0,1
pool_234,103473927,232754.011692104,228095,793,38.137,0,0,0,1
pool_234,103473953,295900.251140786,292440,711,45.17,0,0,0,1
pool_234,103473959,401337.132657536,400000,802,13.749,0,0,1,1
pool_234,103473999,233495.508460993,230250,750,31.28,0,0,0,1
pool_234,103474098,376286.26186644,375000,712,31.74,0,0,1,1
pool_234,103474229,328454.263579179,328000,774,12.817,0,0,1,1
pool_234,103474279,249986.732910959,250000,713,45.529,0,1,1,1
pool_234,103474304,250089.706702357,247200,766,21.12,0,0,0,1
pool_234,103474318,456837.691796711,456000,721,35.126,0,0,1,1
pool_234,103474347,329246.850454754,324700,772,44.216,0,0,0,1
pool_234,103474408,246506.174321096,244000,725,35.343,0,0,1,1
pool_234,103474524,470727.667264107,468000,720,33.565,0,0,0,1
pool_234,103474575,614175.41643774,605500,769,40.984,1,1,0,1
pool_234,103474626,381498.530674981,376850,799,44.412,0,1,0,1
pool_234,103474661,382719.272961369,378000,796,38.432,0,1,0,1
pool_234,103474690,265972.832681506,262500,781,47.59,0,0,0,1
pool_234,103474713,496001.213120534,494900,807,39.865,1,1,0,1
pool_234,103474742,237251.711492179,234900,787,20.267,0,0,0,1
pool_234,103474781,279751.511733699,276000,792,36.084,0,0,0,1
pool_234,103474954,395505.988355068,392000,774,43.587,0,1,0,1
pool_234,103475019,228523.410342014,225700,806,29.64,0,1,0,1
pool_234,103475031,235018.242196712,236000,774,47.63,0,1,1,1
pool_234,103475045,271544.053464726,267500,744,35.621,0,1,0,1
pool_234,103475047,353322.717097499,346750,806,16.537,0,0,0,1
pool_234,103475152,262918.593553973,264000,723,44.465,0,0,1,1
pool_234,103475159,472365.23069024,476250,704,38.028,0,1,1,1
pool_234,103475208,556609.954051679,552440,797,28.884,1,0,0,1
pool_234,103475390,243787.139835575,246700,741,14.661,0,0,0,1
pool_234,103475407,176312.465247534,177000,816,33.486,0,0,1,1
pool_234,103475612,197902.558664853,200675,735,49.992,0,0,1,1
pool_234,103475618,247110.011904503,242250,778,43.437,0,0,0,1
pool_234,103475653,666504.015851767,659900,684,37.072,1,1,0,1
pool_234,103475761,417526.888132191,415000,750,41.089,0,1,1,1
pool_234,103475834,335964.680688274,336400,778,17.673,0,0,0,1
pool_234,103475873,346232.043846986,343000,803,32.096,0,1,0,1
pool_234,103475880,371441.501171507,372000,725,22.695,0,0,1,1
pool_234,103475883,263379.779435754,261000,726,27.734,0,0,0,1
pool_234,103475921,234802.833943768,234500,723,43.175,0,0,0,1
pool_234,103476008,202090.406328768,200000,777,44.176,0,1,1,1
pool_234,103476022,425395.570061918,427000,711,44.033,0,0,1,1
pool_234,103476024,375359.96555022,371100,759,37.296,0,1,1,1
pool_234,103476201,236913.900832,233600,777,33.189,0,0,0,1
pool_234,103476207,240444.178231232,238000,718,27.902,0,0,1,1
pool_234,103476211,267889.554135616,265000,774,43.69,0,0,1,1
pool_234,103476269,275397.795629629,270300,774,32.882,0,0,0,1
pool_234,103476310,388093.995099966,384750,712,26.108,0,0,0,1
pool_234,103476320,300584.723379453,295000,800,46.745,0,1,0,1
pool_234,103476363,222123.071752109,218400,791,24.952,0,0,0,1
pool_234,103476477,203664.771407876,202500,801,39.24,0,1,1,1
pool_234,103476507,221805.79263,219000,799,44.346,0,0,1,1
pool_234,103476552,330643.913105753,332000,726,43.858,0,0,1,1
pool_234,103476565,223483.866304521,223000,765,31.902,0,0,1,1
pool_234,103476607,264463.037885616,265000,719,32.987,0,0,1,1
pool_234,103476643,403316.168380196,400001,746,29.399,0,0,1,1
pool_234,103476760,237377.981303561,236000,764,35.557,0,1,1,1
pool_234,103476848,421561.796695478,417000,723,49.996,0,1,1,1
pool_234,103476961,249465.135355069,252000,769,39.974,0,0,1,1
pool_234,103476965,240480.160952753,237100,756,36.224,0,0,0,1
pool_234,103476969,452638.248511541,449250,800,20.98,0,0,0,1
pool_234,103476986,233417.402274657,230000,739,17.172,0,0,1,1
pool_234,103477376,221593.62224137,222000,746,32.162,0,0,0,1
pool_234,103477497,366381.271050002,365000,764,30.155,0,0,1,1
pool_234,103477607,250689.683148178,247700,751,21.78,0,0,0,1
pool_234,103477623,300407.874493152,300000,727,31.321,0,0,1,1
pool_234,103477646,353841.177748014,350500,794,44.043,0,0,0,1
pool_234,103477759,332299.806645069,329000,778,16.758,0,0,0,1
pool_234,103477802,338590.888196986,338000,767,41.066,0,1,1,1
pool_234,103477807,337097.664795719,333750,783,33.138,0,0,0,1
pool_234,103477881,503719.55222837,502100,745,37,1,1,0,1
pool_234,103478069,404375.212657536,400000,787,47.13,0,1,1,1
pool_234,103478070,220442.625771206,217300,732,38.676,0,0,0,1
pool_234,103478253,294735.524972255,289700,772,49.891,0,0,1,1
pool_234,103478495,517364.800328217,516000,692,37.737,1,1,0,1
pool_234,103478634,271756.087043836,270000,785,35.433,0,0,1,1
pool_234,103478720,548451.46706909,544241,776,26.497,1,1,0,1
pool_234,103478722,242718.340257808,242000,716,30.465,0,0,1,1
pool_234,103478918,361985.471049043,358000,788,33.918,0,1,0,1
pool_234,103478969,252836.225434383,251000,762,35.155,0,0,0,1
pool_234,103478973,339942.672146098,336500,747,43.869,0,0,0,1
pool_234,103478990,216157.785299507,214400,772,37.851,0,0,1,1
pool_234,103479029,270383.983383082,266500,758,25.221,0,0,0,1
pool_234,103479161,282664.597481727,282100,698,38.985,0,0,1,1
pool_234,103479309,628666.955111956,622300,770,18.884,1,1,0,1
pool_234,103479430,329475.296715891,326000,809,42.951,0,1,1,1
pool_234,103479618,279083.385837946,277000,805,22.881,0,0,0,0
pool_234,103479643,363634.059129341,360200,782,42.049,0,0,0,1
pool_234,103479698,325861.268244108,322000,732,37.916,0,0,0,1
pool_234,103479771,334294.982095446,331750,714,35.442,0,0,1,1
pool_234,103479778,704701.600095892,700000,763,21.035,1,1,0,1
pool_234,103479821,224387.927088219,224000,763,36.763,0,0,1,1
pool_234,103479882,336516.106991095,335000,769,27.468,0,0,0,1
pool_234,103479903,323469.016697445,326350,692,46.753,0,0,1,1
pool_234,103480117,226167.90291074,224400,782,30.647,0,0,1,1
pool_234,103480203,341427.467767973,340200,803,39.929,0,1,0,1
pool_234,103480217,268214.653191945,265200,701,28.533,0,1,1,1
pool_234,103480347,442690.604060276,440000,787,49.061,0,1,0,1
pool_234,103480402,316853.164717809,315000,755,39.148,0,0,1,1
pool_234,103480451,243010.219594522,240000,803,25.019,0,0,1,1
pool_234,103480471,303412.113541232,301000,739,37.421,0,0,0,1
pool_234,103480503,251968.125034247,250000,696,40.473,0,0,1,1
pool_234,103480634,244609.529313192,242300,769,33.248,0,0,0,1
pool_234,103480660,364983.930049657,362500,788,34.164,0,0,0,1
pool_234,103480714,186790.593182876,185000,742,19.871,0,0,1,1
pool_234,103480715,341469.982427262,339000,702,40.391,0,0,0,1
pool_234,103480776,248566.007910959,250000,691,32.732,0,1,1,1
pool_234,103480896,240326.767594522,240000,770,48.157,0,0,1,1
pool_234,103480898,139271.708921439,137750,760,33.303,0,0,0,1
pool_234,103481005,602976.772053843,594014,754,45.05,1,0,0,1
pool_234,103481008,317839.141643178,315200,752,38.105,0,0,0,1
pool_234,103481030,420526.073337207,417600,766,26.22,0,0,0,0
pool_234,103481136,299174.988940685,297000,701,26.988,0,0,1,1
pool_234,103481441,402853.200054796,400000,804,40.323,0,1,1,1
pool_234,103481469,241050.518931233,238000,800,27.237,0,0,1,1
pool_234,103481529,429883.871517492,423700,809,31.014,0,0,0,1
pool_234,103481752,280439.233789992,274700,745,39.519,0,0,0,1
pool_234,103481764,440740.416066084,434400,759,28.844,0,0,0,1
pool_234,103481790,393891.880953356,389500,805,22.219,0,0,0,1
pool_234,103481805,308488.149721891,305800,764,39.222,0,0,0,1
pool_234,103481873,274505.055436027,273000,749,48.596,0,0,0,1
pool_234,103481877,249681.394433973,248000,782,40.491,0,0,1,1
pool_234,103481924,342048.770740137,343000,717,38.731,0,0,0,1
pool_234,103482134,263014.379435754,261000,719,38.734,0,0,0,1
pool_234,103482232,417693.537591781,420000,806,31.443,0,1,1,1
pool_234,103482352,613904.308121094,609000,771,44.298,1,0,0,1
pool_234,103482406,307374.112842192,308000,769,35.979,0,1,1,1
pool_234,103482433,175571.090472958,173350,752,36.897,0,0,0,1
pool_234,103482481,226183.684453842,227050,764,39.371,0,0,0,1
pool_234,103482497,183523.045624932,182000,733,16.175,0,0,0,1
pool_234,103482543,229062.202381088,226950,811,47.24,0,0,0,0
pool_234,103482692,577447.603447107,571900,756,37.467,1,1,0,1
pool_234,103482786,178215.91792637,175000,799,33.624,0,0,1,1
pool_234,103482950,204323.253447713,202300,753,30.125,0,0,0,1
pool_234,103483135,244040.639721096,244000,771,43.988,0,0,1,1
pool_234,103483163,275627.475099914,273125,747,34.473,0,0,0,1
pool_234,103483173,483203.873135089,474313,806,49.881,0,1,0,1
pool_234,103483402,201028.621541848,200001,760,48.298,0,0,1,1
pool_234,103483513,344986.186846848,342000,731,37.128,0,0,0,1
pool_234,103483515,267112.550353973,264000,735,36.605,0,0,0,1
pool_234,103483727,223663.694619863,225000,712,48.815,0,1,1,1
pool_234,103483775,392692.20895329,389000,776,25.51,0,1,0,1
pool_234,103484000,222817.506961643,220000,778,24.384,0,0,0,1
pool_234,103484449,169634.776023534,166800,783,26.448,0,0,0,1
pool_234,103484598,306937.109594411,303200,761,42.113,0,0,0,1
pool_234,103484603,448341.862746301,448000,793,45.277,0,0,0,1
pool_234,103484653,337834.731437044,335856,811,23.699,0,0,0,1
pool_234,103484757,360076.880148835,356500,793,28.944,0,0,0,1
pool_234,103484759,336169.204939932,331500,774,47.051,0,0,0,1
pool_234,103484992,340583.257758905,340000,751,29.573,0,0,1,1
pool_234,103485386,319016.143717809,315000,731,27.101,0,0,0,1
