LoanID,"Price, P_ijk","Pool Opton, j","Servicer, k"
103475066,103.5363229248080,pool_10,Two Harbors
103475066,103.5102944520550,pool_9,Retained
103475066,103.4679300867160,pool_11,Pingora
103475066,102.5594479248080,pool_159,Two Harbors
103475066,102.5334194520550,pool_158,Retained
103475066,102.5229300867160,pool_160,Pingora
103475066,102.2969479248080,pool_169,Two Harbors
103475066,102.2709194520550,pool_168,Retained
103475066,102.2604300867160,pool_170,Pingora
103475066,102.0781979248080,pool_14,Two Harbors
103475066,102.0521694520550,pool_13,Retained
103475066,102.0416800867160,pool_15,Pingora
103475087,102.7179156471420,pool_414,Two Harbors
103475087,102.6742506471420,pool_411,Two Harbors
103475087,102.5555421643840,pool_413,Retained
103475087,102.4293485543840,pool_410,Retained
103475087,102.4096406471420,pool_412,Pingora
103475087,101.8741656471420,pool_237,Two Harbors
103475087,101.8587906471420,pool_409,Pingora
103475087,101.7117921643840,pool_236,Retained
103475087,101.6430006471420,pool_233,Two Harbors
103475087,101.5658906471420,pool_235,Pingora
103475087,101.3980985543840,pool_232,Retained
103475087,100.8275406471420,pool_231,Pingora
103475099,102.3769656991990,pool_14,Two Harbors
103475099,102.2014263835620,pool_13,Retained
103475099,102.1926581211250,pool_15,Pingora
103475099,102.1790656993510,pool_241,Two Harbors
103475099,102.0566581211250,pool_242,Pingora
103475099,101.9868523835620,pool_240,Retained
103475099,100.9562156991990,pool_18,Two Harbors
103475099,100.8057831211250,pool_19,Pingora
103475099,100.7806763835620,pool_17,Retained
103475099,100.6148156993510,pool_245,Two Harbors
103475099,100.5392831211250,pool_246,Pingora
103475099,100.4226023835620,pool_244,Retained
103475152,99.6480239788025,pool_233,Two Harbors
103475152,99.6380495205480,pool_232,Retained
103475152,99.5903763462018,pool_234,Pingora
103475152,99.3651445205480,pool_236,Retained
103475152,99.3495989788025,pool_237,Two Harbors
103475152,99.3488763462017,pool_238,Pingora
103475159,99.5046088767123,pool_5,Retained
103475159,99.4684101515645,pool_6,Two Harbors
103475159,99.4573004073994,pool_7,Pingora
103475159,99.1843004073994,pool_234,Pingora
103475159,99.1178638767123,pool_232,Retained
103475159,99.0884101517171,pool_233,Two Harbors
103475159,98.4902338767124,pool_9,Retained
103475159,98.4540351515645,pool_10,Two Harbors
103475159,98.4301754073994,pool_238,Pingora
103475159,98.4254254073994,pool_11,Pingora
103475159,98.3637388767123,pool_236,Retained
103475159,98.3342851517171,pool_237,Two Harbors
103475208,101.2187951128700,pool_6,Two Harbors
103475208,101.0478247867060,pool_7,Pingora
103475208,101.0046088767120,pool_5,Retained
103475208,100.8387951130230,pool_233,Two Harbors
103475208,100.7548247867060,pool_234,Pingora
103475208,100.6178638767120,pool_232,Retained
103475208,100.2044201128700,pool_10,Two Harbors
103475208,100.0846701130230,pool_237,Two Harbors
103475208,100.0159497867060,pool_11,Pingora
103475208,100.0006997867060,pool_238,Pingora
103475208,99.9902338767124,pool_9,Retained
103475208,99.8637388767123,pool_236,Retained
103475208,99.2812951128700,pool_33,Two Harbors
103475208,99.1103247867057,pool_34,Pingora
103475208,99.0671088767123,pool_32,Retained
103475208,98.8582951130226,pool_260,Two Harbors
103475208,98.7743247867056,pool_261,Pingora
103475208,98.6373638767123,pool_259,Retained
103475208,98.5054201130226,pool_264,Two Harbors
103475208,98.4214497867057,pool_265,Pingora
103475208,98.2844888767123,pool_263,Retained
103475208,98.0141701128700,pool_37,Two Harbors
103475208,97.8146997867056,pool_38,Pingora
103475208,97.7999838767123,pool_36,Retained
103475217,101.8004381625130,pool_238,Pingora
103475217,101.6717714520550,pool_236,Retained
103475217,101.6154191259470,pool_237,Two Harbors
103475217,100.4199381625130,pool_242,Pingora
103475217,100.2443964520550,pool_240,Retained
103475217,100.1880441259470,pool_241,Two Harbors
103475235,99.9691325609915,pool_11,Pingora
103475235,99.8441325609915,pool_238,Pingora
103475235,99.7790769830761,pool_10,Two Harbors
103475235,99.6248458082192,pool_9,Retained
103475235,99.5558769832287,pool_237,Two Harbors
103475235,99.3938998082192,pool_236,Retained
103475235,98.2553825609915,pool_15,Pingora
103475235,98.0368825609915,pool_242,Pingora
103475235,98.0334519830761,pool_14,Two Harbors
103475235,97.8792208082192,pool_13,Retained
103475235,97.7017519832287,pool_241,Two Harbors
103475235,97.5397748082192,pool_240,Retained
103475283,101.1591779469330,pool_6,Two Harbors
103475283,101.1022654469330,pool_3,Two Harbors
103475283,100.9799832054790,pool_5,Retained
103475283,100.9742292391870,pool_4,Pingora
103475283,100.8890242304790,pool_2,Retained
103475283,100.7939792391870,pool_1,Pingora
103475356,102.7393652271350,pool_6,Two Harbors
103475356,102.7147249315070,pool_5,Retained
103475356,102.6427391716670,pool_4,Pingora
103475356,102.3184869315070,pool_232,Retained
103475356,102.2751152272540,pool_233,Two Harbors
103475356,102.1955391716670,pool_231,Pingora
103475356,101.9956152271350,pool_99,Two Harbors
103475356,101.9709749315070,pool_98,Retained
103475356,101.9666369315070,pool_325,Retained
103475356,101.9232652272540,pool_326,Two Harbors
103475356,101.8989891716670,pool_97,Pingora
103475356,101.8862402271350,pool_10,Two Harbors
103475356,101.8615999315070,pool_9,Retained
103475356,101.8572619315070,pool_236,Retained
103475356,101.8436891716670,pool_324,Pingora
103475356,101.8138902272540,pool_237,Two Harbors
103475356,101.7896141716670,pool_8,Pingora
103475356,101.7343141716670,pool_235,Pingora
103475390,98.9459949452055,pool_232,Retained
103475390,98.9387597206412,pool_233,Two Harbors
103475390,98.8192703022194,pool_234,Pingora
103475397,100.9421352054790,pool_232,Retained
103475397,100.9310287247600,pool_233,Two Harbors
103475397,100.8282661026520,pool_231,Pingora
103475397,100.6671712247600,pool_230,Two Harbors
103475397,100.6610172804790,pool_229,Retained
103475397,100.4469536026520,pool_228,Pingora
103475407,99.9634072328767,pool_5,Retained
103475407,99.8710720801817,pool_6,Two Harbors
103475407,99.7505622867425,pool_7,Pingora
103475407,99.7302762328767,pool_232,Retained
103475407,99.6442720803343,pool_233,Two Harbors
103475407,99.6115622867425,pool_234,Pingora
103475407,98.6902822328767,pool_9,Retained
103475407,98.6616512328767,pool_396,Retained
103475407,98.5979470801817,pool_10,Two Harbors
103475407,98.5756470803343,pool_397,Two Harbors
103475407,98.5741512328767,pool_236,Retained
103475407,98.5429372867425,pool_398,Pingora
103475407,98.4881470803343,pool_237,Two Harbors
103475407,98.4599372867425,pool_11,Pingora
103475407,98.4554372867425,pool_238,Pingora
103475418,103.2487884821920,pool_5,Retained
103475418,103.2286120821920,pool_90,Retained
103475418,103.2286120821920,pool_98,Retained
103475418,103.1192370821920,pool_9,Retained
103475418,103.1103002585430,pool_6,Two Harbors
103475418,103.0802702585430,pool_91,Two Harbors
103475418,103.0802702585430,pool_99,Two Harbors
103475418,102.9708952585430,pool_10,Two Harbors
103475418,102.9658155527800,pool_89,Pingora
103475418,102.9658155527800,pool_97,Pingora
103475418,102.8564405527800,pool_8,Pingora
103475418,102.6310655527800,pool_4,Pingora
103475441,102.0282840658500,pool_6,Two Harbors
103475441,101.8723513462020,pool_7,Pingora
103475441,101.8105221205480,pool_5,Retained
103475441,101.4245990658500,pool_10,Two Harbors
103475441,101.2562263462020,pool_11,Pingora
103475441,101.2305095205480,pool_9,Retained
103475452,102.1058603854720,pool_6,Two Harbors
103475452,102.0605221205480,pool_5,Retained
103475452,101.9725781857430,pool_7,Pingora
103475452,101.5021753854720,pool_10,Two Harbors
103475452,101.4805095205480,pool_9,Retained
103475452,101.4037781857430,pool_11,Pingora
103475470,101.5605221205480,pool_5,Retained
103475470,101.4290546435480,pool_6,Two Harbors
103475470,101.4133540018220,pool_7,Pingora
103475470,100.9805095205480,pool_9,Retained
103475470,100.8591790018220,pool_11,Pingora
103475470,100.8253696435480,pool_10,Two Harbors
103475496,100.9421352054790,pool_232,Retained
103475496,100.8178260871360,pool_233,Two Harbors
103475496,100.6947104658350,pool_231,Pingora
103475496,100.6610172804790,pool_229,Retained
103475496,100.5539685871360,pool_230,Two Harbors
103475496,100.2896729658350,pool_228,Pingora
103475534,104.9986853595890,pool_69,Retained
103475534,104.8522787345890,pool_296,Retained
103475534,104.8455603595890,pool_77,Retained
103475534,104.8236853595890,pool_85,Retained
103475534,104.7143103595890,pool_93,Retained
103475534,104.6991537345890,pool_304,Retained
103475534,104.6772787345890,pool_312,Retained
103475534,104.5679037345890,pool_320,Retained
103475534,104.4955603595890,pool_13,Retained
103475534,104.3574670326660,pool_295,Pingora
103475534,104.3491537345890,pool_240,Retained
103475534,104.2043420326660,pool_303,Pingora
103475534,104.1824670326660,pool_311,Pingora
103475534,104.1184821095890,pool_80,Retained
103475534,104.1184821095890,pool_88,Retained
103475534,104.0966071095890,pool_72,Retained
103475534,104.0730920326660,pool_319,Pingora
103475534,103.9299111095890,pool_299,Retained
103475534,103.8642861095890,pool_307,Retained
103475534,103.8642861095890,pool_315,Retained
103475534,103.8543420326660,pool_239,Pingora
103475534,103.8122321095890,pool_96,Retained
103475534,103.6017861095890,pool_323,Retained
103475534,103.5934821095890,pool_101,Retained
103475534,103.5645420326660,pool_298,Pingora
103475534,103.4989170326660,pool_306,Pingora
103475534,103.4989170326660,pool_314,Pingora
103475534,103.3830361095890,pool_328,Retained
103475534,103.2653571095890,pool_17,Retained
103475534,103.2364170326660,pool_322,Pingora
103475534,103.1642861095890,pool_244,Retained
103475534,103.0176670326660,pool_327,Pingora
103475534,102.7989170326660,pool_243,Pingora
103475557,99.8537000731432,pool_230,Two Harbors
103475557,99.8301970547945,pool_229,Retained
103475557,99.7558173208496,pool_228,Pingora
103475590,98.5587891682192,pool_263,Retained
103475590,98.2214703150685,pool_262,Pingora
103475590,98.2089298082192,pool_267,Retained
103475590,98.1693733972603,pool_264,Two Harbors
103475590,97.9824453150685,pool_266,Pingora
103475590,97.8602783972603,pool_268,Two Harbors
103475612,98.9634072328767,pool_5,Retained
103475612,98.8285708496420,pool_6,Two Harbors
103475612,98.7674420903714,pool_7,Pingora
103475612,98.7302762328767,pool_232,Retained
103475612,98.6184420903714,pool_234,Pingora
103475612,98.6017708497946,pool_233,Two Harbors
103475612,97.6902822328767,pool_9,Retained
103475612,97.5741512328767,pool_236,Retained
103475612,97.5554458496420,pool_10,Two Harbors
103475612,97.4768170903714,pool_11,Pingora
103475612,97.4623170903714,pool_238,Pingora
103475612,97.4456458497946,pool_237,Two Harbors
103475618,102.7083176399860,pool_6,Two Harbors
103475618,102.4140866399860,pool_10,Two Harbors
103475618,102.3736968646040,pool_7,Pingora
103475618,102.2913786643840,pool_5,Retained
103475618,102.2683416401380,pool_233,Two Harbors
103475618,102.2091366401380,pool_237,Two Harbors
103475618,102.1392093646040,pool_11,Pingora
103475618,102.0728311643840,pool_9,Retained
103475618,102.0204593646040,pool_238,Pingora
103475618,102.0061968646040,pool_234,Pingora
103475618,101.8603901643840,pool_236,Retained
103475618,101.8274987893840,pool_232,Retained
103475621,106.5674276027400,pool_122,Retained
103475621,106.3486776027400,pool_225,Retained
103475621,106.2611776027400,pool_135,Retained
103475621,106.2611776027400,pool_148,Retained
103475621,106.2327876027400,pool_350,Retained
103475621,106.2110526027400,pool_125,Retained
103475621,105.9265376027400,pool_456,Retained
103475621,105.8018026027400,pool_161,Retained
103475621,105.6421626027400,pool_363,Retained
103475621,105.6268026027400,pool_171,Retained
103475621,105.6204276027400,pool_138,Retained
103475621,105.6204276027400,pool_151,Retained
103475621,105.6204276027400,pool_226,Retained
103475621,105.6085376027400,pool_353,Retained
103475621,105.5546626027400,pool_376,Retained
103475621,105.3796626027400,pool_389,Retained
103475621,105.3360526027400,pool_164,Retained
103475621,105.2147876027400,pool_457,Retained
103475621,105.1390376027400,pool_402,Retained
103475621,105.1272876027400,pool_366,Retained
103475621,105.0799276027400,pool_17,Retained
103475621,105.0079276027400,pool_174,Retained
103475621,104.9522876027400,pool_379,Retained
103475621,104.7015376027400,pool_244,Retained
103475621,104.6022876027400,pool_392,Retained
103475621,104.3735526027400,pool_21,Retained
103475621,104.3179126027400,pool_405,Retained
103475621,103.9241626027400,pool_248,Retained
103475630,99.6496066301370,pool_232,Retained
103475630,99.6050096676368,pool_231,Pingora
103475630,99.5932944013618,pool_233,Two Harbors
103475630,99.5397816301370,pool_229,Retained
103475630,99.4951846676368,pool_228,Pingora
103475630,99.4834694013618,pool_230,Two Harbors
103475637,101.9434869315070,pool_232,Retained
103475637,101.8474153576890,pool_233,Two Harbors
103475637,101.7940379539790,pool_231,Pingora
103475637,101.4822619315070,pool_236,Retained
103475637,101.3861903576890,pool_237,Two Harbors
103475637,101.3328129539790,pool_235,Pingora
103475653,101.7954708506520,pool_6,Two Harbors
103475653,101.7255221205480,pool_5,Retained
103475653,101.4182600927060,pool_7,Pingora
103475653,101.3527258506520,pool_10,Two Harbors
103475653,101.3073008507990,pool_233,Two Harbors
103475653,101.2951095205480,pool_9,Retained
103475653,101.2255495205480,pool_232,Retained
103475653,101.0838258507990,pool_237,Two Harbors
103475653,101.0712350927060,pool_11,Pingora
103475653,101.0181445205480,pool_236,Retained
103475653,101.0007600927060,pool_234,Pingora
103475653,100.8872350927060,pool_238,Pingora
103475653,99.8554708506522,pool_33,Two Harbors
103475653,99.7855221205480,pool_32,Retained
103475653,99.6468258507986,pool_264,Two Harbors
103475653,99.5811445205480,pool_263,Retained
103475653,99.4782600927061,pool_34,Pingora
103475653,99.4502350927061,pool_265,Pingora
103475653,99.3284758506522,pool_37,Two Harbors
103475653,99.2708595205480,pool_36,Retained
103475653,99.2385508507985,pool_260,Two Harbors
103475653,99.1567995205479,pool_259,Retained
103475653,99.0374850927060,pool_38,Pingora
103475653,98.9320100927061,pool_261,Pingora
103475668,102.5102944520550,pool_9,Retained
103475668,102.4499040531820,pool_11,Pingora
103475668,102.4228224070400,pool_10,Two Harbors
103475668,102.1971540531820,pool_238,Pingora
103475668,102.1717714520550,pool_236,Retained
103475668,102.0938724071920,pool_237,Two Harbors
103475668,101.0521694520550,pool_13,Retained
103475668,101.0236540531820,pool_15,Pingora
103475668,100.9646974070400,pool_14,Two Harbors
103475668,100.8166540531820,pool_242,Pingora
103475668,100.7443964520550,pool_240,Retained
103475668,100.6664974071920,pool_241,Two Harbors
103475683,101.2320079737220,pool_6,Two Harbors
103475683,101.1750954737220,pool_3,Two Harbors
103475683,101.1300079738410,pool_233,Two Harbors
103475683,101.0935438245270,pool_4,Pingora
103475683,101.0085938245270,pool_231,Pingora
103475683,100.9799832054790,pool_5,Retained
103475683,100.9421352054790,pool_232,Retained
103475683,100.9371063245270,pool_1,Pingora
103475683,100.8890242304790,pool_2,Retained
103475683,100.8661504738410,pool_230,Two Harbors
103475683,100.6610172804790,pool_229,Retained
103475683,100.6584813245270,pool_228,Pingora
103475714,101.7831164052250,pool_6,Two Harbors
103475714,101.6375926348530,pool_4,Pingora
103475714,101.6052664053450,pool_233,Two Harbors
103475714,101.5918863561640,pool_5,Retained
103475714,101.4808053561640,pool_232,Retained
103475714,101.4767926348530,pool_231,Pingora
103475728,101.8729877662170,pool_6,Two Harbors
103475728,101.7255221205480,pool_5,Retained
103475728,101.5739154010230,pool_7,Pingora
103475728,101.4302427662170,pool_10,Two Harbors
103475728,101.2951095205480,pool_9,Retained
103475728,101.2078404010230,pool_11,Pingora
103475750,103.1215803835620,pool_77,Retained
103475750,103.0997053835620,pool_85,Retained
103475750,103.0785560013310,pool_78,Two Harbors
103475750,103.0566810013310,pool_86,Two Harbors
103475750,102.9903303835620,pool_93,Retained
103475750,102.9858173835620,pool_74,Retained
103475750,102.9858173835620,pool_82,Retained
103475750,102.9858173835620,pool_90,Retained
103475750,102.9858173835620,pool_98,Retained
103475750,102.9827173835620,pool_304,Retained
103475750,102.9608423835620,pool_312,Retained
103475750,102.9473060013310,pool_94,Two Harbors
103475750,102.9066717135620,pool_301,Retained
103475750,102.8847967135620,pool_309,Retained
103475750,102.8764423835620,pool_9,Retained
103475750,102.8656060014500,pool_305,Two Harbors
103475750,102.8514673835620,pool_320,Retained
103475750,102.8437310014500,pool_313,Two Harbors
103475750,102.8410467135620,pool_317,Retained
103475750,102.8333810013310,pool_75,Two Harbors
103475750,102.8333810013310,pool_83,Two Harbors
103475750,102.8333810013310,pool_91,Two Harbors
103475750,102.8333810013310,pool_99,Two Harbors
103475750,102.7972967135620,pool_325,Retained
103475750,102.7715803835620,pool_13,Retained
103475750,102.7343560014500,pool_321,Two Harbors
103475750,102.7337546345740,pool_303,Pingora
103475750,102.7285560013310,pool_14,Two Harbors
103475750,102.7240060013310,pool_10,Two Harbors
103475750,102.7118796345740,pool_311,Pingora
103475750,102.6879217135620,pool_236,Retained
103475750,102.6422710014500,pool_302,Two Harbors
103475750,102.6327173835620,pool_240,Retained
103475750,102.6203960014500,pool_310,Two Harbors
103475750,102.6025046345740,pool_319,Pingora
103475750,102.5766460014500,pool_318,Two Harbors
103475750,102.5328960014500,pool_326,Two Harbors
103475750,102.5156060014500,pool_241,Two Harbors
103475750,102.4235210014500,pool_237,Two Harbors
103475750,102.3837546345740,pool_239,Pingora
103475750,102.3302046345740,pool_300,Pingora
103475750,102.3083296345740,pool_308,Pingora
103475750,102.2645796345740,pool_316,Pingora
103475750,102.2208296345740,pool_324,Pingora
103475750,102.1114546345740,pool_235,Pingora
103475761,100.6939761470540,pool_233,Two Harbors
103475761,100.6380495205480,pool_232,Retained
103475761,100.6088887065520,pool_234,Pingora
103475761,100.3955511470540,pool_237,Two Harbors
103475761,100.3651445205480,pool_236,Retained
103475761,100.3649137065520,pool_238,Pingora
103475762,102.1181487681830,pool_6,Two Harbors
103475762,101.9344933413750,pool_7,Pingora
103475762,101.8105221205480,pool_5,Retained
103475762,101.5144637681830,pool_10,Two Harbors
103475762,101.3183683413750,pool_11,Pingora
103475762,101.2305095205480,pool_9,Retained
103475834,100.1001997495640,pool_233,Two Harbors
103475834,99.8705947349209,pool_234,Pingora
103475834,99.8608605890411,pool_232,Retained
103475873,100.9422868358560,pool_234,Pingora
103475873,100.9128237659250,pool_233,Two Harbors
103475873,100.8678638767120,pool_232,Retained
103475873,100.1881618358560,pool_238,Pingora
103475873,100.1586987659250,pool_237,Two Harbors
103475873,100.1137388767120,pool_236,Retained
103475880,100.2548659063190,pool_7,Pingora
103475880,100.2427705622280,pool_6,Two Harbors
103475880,100.1855221205480,pool_5,Retained
103475880,99.8498659063191,pool_234,Pingora
103475880,99.7043105623802,pool_233,Two Harbors
103475880,99.6851659063191,pool_11,Pingora
103475880,99.6390855622276,pool_10,Two Harbors
103475880,99.6380495205480,pool_232,Retained
103475880,99.6055095205480,pool_9,Retained
103475880,99.6011659063191,pool_238,Pingora
103475880,99.4058855623802,pool_237,Two Harbors
103475880,99.3651445205480,pool_236,Retained
103475883,101.1824605757230,pool_6,Two Harbors
103475883,101.1547928872620,pool_7,Pingora
103475883,101.0046088767120,pool_5,Retained
103475883,100.9117928872620,pool_234,Pingora
103475883,100.8024605758760,pool_233,Two Harbors
103475883,100.6178638767120,pool_232,Retained
103475883,100.1680855757230,pool_10,Two Harbors
103475883,100.1576678872620,pool_238,Pingora
103475883,100.1229178872620,pool_11,Pingora
103475883,100.0483355758760,pool_237,Two Harbors
103475883,99.9902338767124,pool_9,Retained
103475883,99.8637388767123,pool_236,Retained
103475921,100.4986864634410,pool_6,Two Harbors
103475921,100.3384072328770,pool_5,Retained
103475921,100.2781402745280,pool_7,Pingora
103475921,100.2718864635940,pool_233,Two Harbors
103475921,100.1291402745280,pool_234,Pingora
103475921,100.1052762328770,pool_232,Retained
103475921,99.2255614634414,pool_10,Two Harbors
103475921,99.1157614635940,pool_237,Two Harbors
103475921,99.0652822328767,pool_9,Retained
103475921,98.9875152745276,pool_11,Pingora
103475921,98.9730152745276,pool_238,Pingora
103475921,98.9491512328767,pool_236,Retained
103475973,99.9232028219178,pool_265,Pingora
103475973,99.9002906662246,pool_264,Two Harbors
103475973,99.8512456662246,pool_260,Two Harbors
103475973,99.8073901643836,pool_263,Retained
103475973,99.6662487893836,pool_259,Retained
103475973,99.6614278219178,pool_261,Pingora
103475977,101.3651082328770,pool_179,Retained
103475977,101.3116949930750,pool_180,Two Harbors
103475977,101.2105140014720,pool_178,Pingora
103475977,100.8984832328770,pool_182,Retained
103475977,100.8450699930750,pool_183,Two Harbors
103475977,100.7438890014720,pool_181,Pingora
103475977,100.7401082328770,pool_5,Retained
103475977,100.6866949930750,pool_6,Two Harbors
103475977,100.5855140014720,pool_4,Pingora
103475977,99.9609832328767,pool_9,Retained
103475977,99.9075699930750,pool_10,Two Harbors
103475977,99.8063890014718,pool_8,Pingora
103475988,101.3495640821920,pool_325,Retained
103475988,101.2872549962120,pool_326,Two Harbors
103475988,101.2663668721920,pool_232,Retained
103475988,101.2401890821920,pool_236,Retained
103475988,101.1778799962120,pool_237,Two Harbors
103475988,101.1728709962120,pool_233,Two Harbors
103475988,101.1539609309310,pool_324,Pingora
103475988,101.0445859309310,pool_235,Pingora
103475988,100.7547859309310,pool_231,Pingora
103476008,101.1380495205480,pool_232,Retained
103476008,101.0804145205480,pool_233,Two Harbors
103476008,101.0452031643840,pool_234,Pingora
103476008,100.9526445205480,pool_396,Retained
103476008,100.8977281643840,pool_398,Pingora
103476008,100.8694895205480,pool_397,Two Harbors
103476008,100.8651445205480,pool_236,Retained
103476008,100.8102281643840,pool_238,Pingora
103476008,100.7819895205480,pool_237,Two Harbors
103476022,100.1834803114160,pool_6,Two Harbors
103476022,100.0605221205480,pool_5,Retained
103476022,100.0392552838210,pool_7,Pingora
103476022,99.6450203115681,pool_233,Two Harbors
103476022,99.6242552838215,pool_234,Pingora
103476022,99.5797953114155,pool_10,Two Harbors
103476022,99.5130495205480,pool_232,Retained
103476022,99.4805095205480,pool_9,Retained
103476022,99.4637052838215,pool_11,Pingora
103476022,99.3697052838215,pool_238,Pingora
103476022,99.3465953115681,pool_237,Two Harbors
103476022,99.2401445205480,pool_236,Retained
103476024,101.7494418125740,pool_6,Two Harbors
103476024,101.6663786643840,pool_5,Retained
103476024,101.4854292778820,pool_7,Pingora
103476024,101.4552108125740,pool_10,Two Harbors
103476024,101.4478311643840,pool_9,Retained
103476024,101.3665792778820,pool_11,Pingora
103476024,101.3094658127260,pool_233,Two Harbors
103476024,101.2778292778820,pool_238,Pingora
103476024,101.2502608127260,pool_237,Two Harbors
103476024,101.2353901643840,pool_236,Retained
103476024,101.2024987893840,pool_232,Retained
103476024,101.1479292778820,pool_234,Pingora
103476061,101.0598693948820,pool_6,Two Harbors
103476061,101.0029568948820,pool_3,Two Harbors
103476061,100.9799832054790,pool_5,Retained
103476061,100.9578693950020,pool_233,Two Harbors
103476061,100.9458337093320,pool_4,Pingora
103476061,100.9421352054790,pool_232,Retained
103476061,100.8890242304790,pool_2,Retained
103476061,100.8608837093320,pool_231,Pingora
103476061,100.7590212093320,pool_1,Pingora
103476061,100.6940118950020,pool_230,Two Harbors
103476061,100.6610172804790,pool_229,Retained
103476061,100.4844462093320,pool_228,Pingora
103476077,101.9328954943150,pool_6,Two Harbors
103476077,101.8356031847580,pool_7,Pingora
103476077,101.8105221205480,pool_5,Retained
103476077,101.3292104943160,pool_10,Two Harbors
103476077,101.2560031847580,pool_11,Pingora
103476077,101.2305095205480,pool_9,Retained
103476172,101.7044985205480,pool_182,Retained
103476172,101.6985408972270,pool_183,Two Harbors
103476172,101.6434158973600,pool_411,Two Harbors
103476172,101.6322776705480,pool_410,Retained
103476172,101.5635658972270,pool_180,Two Harbors
103476172,101.5306988705480,pool_179,Retained
103476172,101.5084213321420,pool_181,Pingora
103476172,101.3624285205480,pool_413,Retained
103476172,101.3354908973600,pool_414,Two Harbors
103476172,101.2397713321420,pool_409,Pingora
103476172,101.1642713321420,pool_412,Pingora
103476172,101.1410213321420,pool_178,Pingora
103476172,100.9385658972270,pool_6,Two Harbors
103476172,100.9056988705480,pool_5,Retained
103476172,100.7669985205480,pool_9,Retained
103476172,100.7610408972270,pool_10,Two Harbors
103476172,100.6121658973600,pool_233,Two Harbors
103476172,100.6010276705480,pool_232,Retained
103476172,100.5709213321420,pool_8,Pingora
103476172,100.5186785205480,pool_236,Retained
103476172,100.5160213321420,pool_4,Pingora
103476172,100.4917408973600,pool_237,Two Harbors
103476172,100.3205213321420,pool_235,Pingora
103476172,100.2085213321420,pool_231,Pingora
103476201,101.4566309931510,pool_233,Two Harbors
103476201,101.4186219315070,pool_234,Pingora
103476201,101.2630495205480,pool_232,Retained
103476201,101.1582059931510,pool_237,Two Harbors
103476201,101.1539469315070,pool_238,Pingora
103476201,100.9901445205480,pool_236,Retained
103476207,101.6855221205480,pool_5,Retained
103476207,101.6643302735310,pool_6,Two Harbors
103476207,101.4919656433750,pool_7,Pingora
103476207,101.1380495205480,pool_232,Retained
103476207,101.1258702736840,pool_233,Two Harbors
103476207,101.1055095205480,pool_9,Retained
103476207,101.0606452735320,pool_10,Two Harbors
103476207,101.0269656433750,pool_234,Pingora
103476207,100.9389156433750,pool_11,Pingora
103476207,100.8651445205480,pool_236,Retained
103476207,100.8274452736840,pool_237,Two Harbors
103476207,100.7949156433750,pool_238,Pingora
103476211,101.6974092373760,pool_6,Two Harbors
103476211,101.6855221205480,pool_5,Retained
103476211,101.5553977870250,pool_7,Pingora
103476211,101.1589492375290,pool_233,Two Harbors
103476211,101.1380495205480,pool_232,Retained
103476211,101.1055095205480,pool_9,Retained
103476211,101.0937242373770,pool_10,Two Harbors
103476211,101.0903977870250,pool_234,Pingora
103476211,100.9928977870250,pool_11,Pingora
103476211,100.8651445205480,pool_236,Retained
103476211,100.8605242375290,pool_237,Two Harbors
103476211,100.8488977870250,pool_238,Pingora
103476229,101.3146942080040,pool_6,Two Harbors
103476229,101.2546088767120,pool_5,Retained
103476229,101.2030307219140,pool_7,Pingora
103476229,100.3003192080050,pool_10,Two Harbors
103476229,100.2402338767120,pool_9,Retained
103476229,100.1711557219140,pool_11,Pingora
103476269,102.0296211810320,pool_233,Two Harbors
103476269,101.9704161810320,pool_237,Two Harbors
103476269,101.8859769255010,pool_234,Pingora
103476269,101.8211019255010,pool_238,Pingora
103476269,101.6103901643840,pool_236,Retained
103476269,101.5774987893840,pool_232,Retained
103476290,103.0673474891720,pool_183,Two Harbors
103476290,103.0305921643840,pool_182,Retained
103476290,102.8498197290520,pool_181,Pingora
103476290,102.6814324891720,pool_180,Two Harbors
103476290,102.5634809093840,pool_179,Retained
103476290,102.1298474891720,pool_10,Two Harbors
103476290,102.0930921643840,pool_9,Retained
103476290,102.0564324891720,pool_6,Two Harbors
103476290,101.9411322290520,pool_178,Pingora
103476290,101.9384809093840,pool_5,Retained
103476290,101.9123197290520,pool_8,Pingora
103476290,101.3161322290520,pool_4,Pingora
103476310,101.2741345289060,pool_7,Pingora
103476310,101.1835522607450,pool_6,Two Harbors
103476310,101.0605221205480,pool_5,Retained
103476310,100.8691345289060,pool_234,Pingora
103476310,100.6580095289060,pool_11,Pingora
103476310,100.6450922608970,pool_233,Two Harbors
103476310,100.5798672607450,pool_10,Two Harbors
103476310,100.5740095289060,pool_238,Pingora
103476310,100.5130495205480,pool_232,Retained
103476310,100.4805095205480,pool_9,Retained
103476310,100.3466672608970,pool_237,Two Harbors
103476310,100.2401445205480,pool_236,Retained
103476320,102.1182916728580,pool_233,Two Harbors
103476320,102.1103901643840,pool_236,Retained
103476320,102.0774987893840,pool_232,Retained
103476320,102.0608265693060,pool_238,Pingora
103476320,102.0590866728580,pool_237,Two Harbors
103476320,101.8931265693060,pool_234,Pingora
103476333,101.5210838505860,pool_6,Two Harbors
103476333,101.2566439098030,pool_7,Pingora
103476333,101.2546088767120,pool_5,Retained
103476333,100.5067088505860,pool_10,Two Harbors
103476333,100.2402338767120,pool_9,Retained
103476333,100.2247689098030,pool_11,Pingora
